Level,Date and Time,Source,Event ID,Task Category,Log,Computer
Error,9/19/2017 10:22:04 AM,EventCreate,1,None,Application,djkvdihost109.jakarta01.com,JAKARTA01\victoria  
Error,9/19/2017 10:22:11 AM,EventCreate,1,None,Application,djkvdihost856.jakarta01.com,JAKARTA01\deddy  
Error,9/19/2017 10:21:57 AM,Application Error,1000,(100),Application,djkvdihost109.jakarta01.com,"Faulting application name: PhotoScreensaver.scr, version: 6.1.7601.17514, time stamp: 0x4ce7a590
Faulting module name: SHELL32.dll, version: 6.1.7601.23537, time stamp: 0x57c450f4
Exception code: 0xc0000005
Fault offset: 0x001f269f
Faulting process id: 0x6f4
Faulting application start time: 0x01d330f64a8315cc
Faulting application path: C:\Windows\system32\PhotoScreensaver.scr
Faulting module path: C:\Windows\system32\SHELL32.dll
Report Id: b09a6499-9ce9-11e7-b7f8-0050569f04fa"
Error,9/19/2017 10:19:42 AM,EventCreate,1,None,Application,djkvdihost402.jakarta01.com,JAKARTA01\wisnu  
Error,9/19/2017 10:18:39 AM,EventCreate,1,None,Application,djkvdihost005.jakarta01.com,JAKARTA01\Dwi anisa  
Error,9/19/2017 10:17:57 AM,EventCreate,1,None,Application,djkvdihost059.jakarta01.com,JAKARTA01\lordy  
Error,9/19/2017 10:17:17 AM,WSH,1,None,Application,djkvdihost005.jakarta01.com,"CN=Dwi Anisa Haryani Harahap password will expire in 1 day(s) at 9/20/2017 10:34:16 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/19/2017 10:17:17 AM,WSH,1,None,Application,djkvdihost005.jakarta01.com,"CN=Dwi Anisa Haryani Harahap password will expire in 1 day(s) at 9/20/2017 10:34:16 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/19/2017 10:15:09 AM,EventCreate,1,None,Application,djkvdihost716.jakarta01.com,JAKARTA01\arqom  
Error,9/19/2017 10:14:02 AM,EventCreate,1,None,Application,djkvdihost196.jakarta01.com,JAKARTA01\daniel pontifek  
Error,9/19/2017 10:14:24 AM,EventCreate,1,None,Application,djkvdihost716.jakarta01.com,JAKARTA01\arqom  
Error,9/19/2017 10:13:54 AM,Application Error,1000,(100),Application,djkvdihost196.jakarta01.com,"Faulting application name: PhotoScreensaver.scr, version: 6.1.7601.17514, time stamp: 0x4ce7a590
Faulting module name: SHELL32.dll, version: 6.1.7601.23537, time stamp: 0x57c450f4
Exception code: 0xc0000005
Fault offset: 0x001f269f
Faulting process id: 0x1868
Faulting application start time: 0x01d330f4b4dbd967
Faulting application path: C:\Windows\system32\PhotoScreensaver.scr
Faulting module path: C:\Windows\system32\SHELL32.dll
Report Id: 90cf1187-9ce8-11e7-a7c7-0050569f1bea"
Error,9/19/2017 10:10:30 AM,EventCreate,1,None,Application,djkvdihost173.jakarta01.com,JAKARTA01\Sandra  
Error,9/19/2017 10:09:34 AM,EventCreate,1,None,Application,djkvdihost625.jakarta01.com,JAKARTA01\Rio Satria  
Error,9/19/2017 10:09:29 AM,Application Error,1000,(100),Application,djkvdihost625.jakarta01.com,"Faulting application name: iexplore.exe, version: 11.0.9600.18639, time stamp: 0x58d6bb0d
Faulting module name: MSHTML.dll, version: 11.0.9600.18639, time stamp: 0x58d6c720
Exception code: 0xc0000005
Fault offset: 0x000ac604
Faulting process id: 0x660
Faulting application start time: 0x01d330e12aaaac45
Faulting application path: C:\Program Files\Internet Explorer\iexplore.exe
Faulting module path: C:\Windows\system32\MSHTML.dll
Report Id: f2f18b4d-9ce7-11e7-9ea3-0050569f0dce"
Error,9/19/2017 10:06:50 AM,EventCreate,1,None,Application,djkvdihost144.jakarta01.com,JAKARTA01\darnito  
Error,9/19/2017 10:04:48 AM,EventCreate,1,None,Application,djkvdihost724.jakarta01.com,JAKARTA01\Ade k  
Error,9/19/2017 10:04:26 AM,EventCreate,1,None,Application,djkvdihost475.jakarta01.com,JAKARTA01\ghozia  
Error,9/19/2017 10:03:49 AM,EventCreate,1,None,Application,djkvdihost452.jakarta01.com,JAKARTA01\Leonardus  
Error,9/19/2017 10:03:35 AM,Application Error,1000,(100),Application,djkvdihost452.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x634
Faulting application start time: 0x01d3307824685d45
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: 1fc0d754-9ce7-11e7-ba15-0050569f500e"
Error,9/19/2017 10:02:28 AM,EventCreate,1,None,Application,djkvdihost122.jakarta01.com,JAKARTA01\rahmatia  
Error,9/19/2017 10:02:14 AM,EventCreate,1,None,Application,djkvdihost462.jakarta01.com,JAKARTA01\fediana  
Error,9/19/2017 10:02:11 AM,Application Error,1000,(100),Application,djkvdihost462.jakarta01.com,"Faulting application name: WINWORD.EXE, version: 15.0.4911.1000, time stamp: 0x58a2c075
Faulting module name: unknown, version: 0.0.0.0, time stamp: 0x00000000
Exception code: 0xc0000005
Fault offset: 0x09100a8b
Faulting process id: 0x1ac4
Faulting application start time: 0x01d330f110c87bde
Faulting application path: C:\Program Files\Microsoft Office\Office15\WINWORD.EXE
Faulting module path: unknown
Report Id: ee0867fa-9ce6-11e7-a363-0050569f2330"
Error,9/19/2017 10:02:05 AM,EventCreate,1,None,Application,djkvdihost122.jakarta01.com,JAKARTA01\rahmatia  
Error,9/19/2017 9:58:13 AM,EventCreate,1,None,Application,djkvdihost371.jakarta01.com,JAKARTA01\Beny  
Error,9/19/2017 9:58:06 AM,Application Error,1000,(100),Application,djkvdihost371.jakarta01.com,"Faulting application name: PhotoScreensaver.scr, version: 6.1.7601.17514, time stamp: 0x4ce7a590
Faulting module name: SHELL32.dll, version: 6.1.7601.23537, time stamp: 0x57c450f4
Exception code: 0xc0000005
Fault offset: 0x001f269f
Faulting process id: 0x11c0
Faulting application start time: 0x01d330f23f404620
Faulting application path: C:\Windows\system32\PhotoScreensaver.scr
Faulting module path: C:\Windows\system32\SHELL32.dll
Report Id: 5b9a16e0-9ce6-11e7-8704-0050569f69e2"
Error,9/19/2017 9:57:14 AM,EventCreate,1,None,Application,djkvdihost157.jakarta01.com,JAKARTA01\andre cahyono  
Error,9/19/2017 9:56:37 AM,EventCreate,1,None,Application,djkvdihost555.jakarta01.com,JAKARTA01\femmy  
Error,9/19/2017 9:56:33 AM,Application Error,1000,(100),Application,djkvdihost555.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0x14c4
Faulting application start time: 0x01d330ea7ecaccfe
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: 2456f5bf-9ce6-11e7-a366-0050569f396c"
Error,9/19/2017 9:53:08 AM,EventCreate,1,None,Application,djkvdihost393.jakarta01.com,JAKARTA01\Doris  
Error,9/19/2017 9:53:04 AM,Application Error,1000,(100),Application,djkvdihost393.jakarta01.com,"Faulting application name: iexplore.exe, version: 11.0.9600.18639, time stamp: 0x58d6bb0d
Faulting module name: MSHTML.dll, version: 11.0.9600.18639, time stamp: 0x58d6c720
Exception code: 0xc0000005
Fault offset: 0x000ac604
Faulting process id: 0x10dc
Faulting application start time: 0x01d330e44d7239f0
Faulting application path: C:\Program Files\Internet Explorer\iexplore.exe
Faulting module path: C:\Windows\system32\MSHTML.dll
Report Id: a7a9eee4-9ce5-11e7-9a97-0050569f289b"
Error,9/19/2017 9:51:17 AM,EventCreate,1,None,Application,djkvdihost231.jakarta01.com,JAKARTA01\Bob Jasper  
Error,9/19/2017 9:51:37 AM,EventCreate,1,None,Application,djkvdihost543.jakarta01.com,JAKARTA01\boby  
Error,9/19/2017 9:51:13 AM,Application Error,1000,(100),Application,djkvdihost231.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0x1fec
Faulting application start time: 0x01d330dc3f524a43
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: 65bc9737-9ce5-11e7-bcf5-0050569f4d50"
Error,9/19/2017 8:14:59 AM,EventCreate,1,None,Application,djkvdihost617.jakarta01.com,JAKARTA01\ramantid  
Error,9/19/2017 8:13:32 AM,EventCreate,1,None,Application,djkvdihost617.jakarta01.com,JAKARTA01\ramantid  
Error,9/19/2017 9:46:57 AM,EventCreate,1,None,Application,djkvdihost573.jakarta01.com,JAKARTA01\Adhi Nur  
Error,9/19/2017 9:45:37 AM,EventCreate,1,None,Application,djkvdihost055.jakarta01.com,JAKARTA01\slamet  
Error,9/19/2017 9:44:31 AM,EventCreate,1,None,Application,djkvdihost557.jakarta01.com,JAKARTA01\titis  
Error,9/19/2017 9:44:28 AM,Application Error,1000,(100),Application,djkvdihost557.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0x1cb0
Faulting application start time: 0x01d330df18d94490
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: 7437d34f-9ce4-11e7-b2ce-0050569f6582"
Error,9/19/2017 9:42:35 AM,EventCreate,1,None,Application,djkvdihost382.jakarta01.com,JAKARTA01\m iqbal  
Error,9/19/2017 9:42:33 AM,Application Error,1000,(100),Application,djkvdihost382.jakarta01.com,"Faulting application name: iexplore.exe, version: 11.0.9600.18639, time stamp: 0x58d6bb0d
Faulting module name: MSHTML.dll, version: 11.0.9600.18639, time stamp: 0x58d6c720
Exception code: 0xc0000005
Fault offset: 0x000ac604
Faulting process id: 0x1b14
Faulting application start time: 0x01d330e21f5ac6cd
Faulting application path: C:\Program Files\Internet Explorer\iexplore.exe
Faulting module path: C:\Windows\system32\MSHTML.dll
Report Id: 2fefab83-9ce4-11e7-bf5a-0050569f3efa"
Error,9/19/2017 9:41:46 AM,EventCreate,1,None,Application,djkvdihost772.jakarta01.com,JAKARTA01\ici  
Error,9/19/2017 9:41:19 AM,EventCreate,1,None,Application,djkvdihost469.jakarta01.com,JAKARTA01\Dini  
Error,9/19/2017 9:40:48 AM,EventCreate,1,None,Application,djkvdihost162.jakarta01.com,JAKARTA01\marie  
Error,9/19/2017 9:39:24 AM,EventCreate,1,None,Application,djkvdihost524.jakarta01.com,JAKARTA01\Riki Darisman  
Error,9/19/2017 9:39:06 AM,EventCreate,1,None,Application,djkvdihost064.jakarta01.com,JAKARTA01\rafika  
Error,9/19/2017 9:37:17 AM,EventCreate,1,None,Application,djkvdihost223.jakarta01.com,JAKARTA01\Rahmad  
Error,9/19/2017 9:37:14 AM,Application Error,1000,(100),Application,djkvdihost223.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0x1c78
Faulting application start time: 0x01d330d8ffb1a4f7
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: 71737c1b-9ce3-11e7-97f8-0050569f5570"
Error,9/19/2017 9:36:20 AM,EventCreate,1,None,Application,djkvdihost262.jakarta01.com,JAKARTA01\guestisd52  
Error,9/19/2017 9:33:39 AM,EventCreate,1,None,Application,djkvdihost146.jakarta01.com,JAKARTA01\giandripn  
Error,9/19/2017 9:33:01 AM,EventCreate,1,None,Application,djkvdihost428.jakarta01.com,JAKARTA01\olly  
Error,9/19/2017 9:32:56 AM,Application Error,1000,(100),Application,djkvdihost428.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0x1220
Faulting application start time: 0x01d330ea7e57af35
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: d7aca505-9ce2-11e7-9818-0050569f21c0"
Error,9/19/2017 9:32:20 AM,EventCreate,1,None,Application,djkvdihost181.jakarta01.com,JAKARTA01\Linda Marshelia  
Error,9/19/2017 9:31:48 AM,EventCreate,1,None,Application,djkvdihost275.jakarta01.com,JAKARTA01\phia  
Error,9/19/2017 9:31:45 AM,Application Error,1000,(100),Application,djkvdihost275.jakarta01.com,"Faulting application name: cwbunnav.exe, version: 12.0.0.0, time stamp: 0x483ccc47
Faulting module name: cwbunjni.dll, version: 12.0.0.0, time stamp: 0x48607acf
Exception code: 0xc0000005
Fault offset: 0x00007644
Faulting process id: 0x1040
Faulting application start time: 0x01d330ef68fd11d0
Faulting application path: C:\Program Files\IBM\Client Access\cwbunnav.exe
Faulting module path: C:\Program Files\IBM\Client Access\Shared\cwbunjni.dll
Report Id: adaf33ed-9ce2-11e7-894a-0050569f2f2d"
Error,9/19/2017 9:32:12 AM,EventCreate,1,None,Application,djkvdihost119.jakarta01.com,JAKARTA01\guestisd54  
Error,9/19/2017 9:31:37 AM,EventCreate,1,None,Application,djkvdihost300.jakarta01.com,JAKARTA01\william  
Error,9/19/2017 9:31:37 AM,Application Error,1000,(100),Application,djkvdihost300.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0x1df4
Faulting application start time: 0x01d330de493e1ee3
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: a89fcdfa-9ce2-11e7-a9c6-0050569f2b46"
Error,9/19/2017 9:29:23 AM,EventCreate,1,None,Application,djkvdihost642.jakarta01.com,JAKARTA01\Prihantono  
Error,9/19/2017 9:29:55 AM,EventCreate,1,None,Application,djkvdihost502.jakarta01.com,JAKARTA01\wirantika  
Error,9/19/2017 9:29:17 AM,EventCreate,1,None,Application,djkvdihost630.jakarta01.com,JAKARTA01\Aisyah  
Error,9/19/2017 9:29:14 AM,EventCreate,1,None,Application,djkvdihost642.jakarta01.com,JAKARTA01\Prihantono  
Error,9/19/2017 9:27:48 AM,EventCreate,1,None,Application,djkvdihost697.jakarta01.com,JAKARTA01\budsiregar  
Error,9/19/2017 9:27:35 AM,EventCreate,1,None,Application,djkvdihost090.jakarta01.com,JAKARTA01\edwan  
Error,9/19/2017 9:25:27 AM,EventCreate,1,None,Application,djkvdihost047.jakarta01.com,JAKARTA01\Elvira  
Error,9/19/2017 9:24:55 AM,EventCreate,1,None,Application,djkvdihost058.jakarta01.com,JAKARTA01\raymond  
Error,9/19/2017 9:24:16 AM,EventCreate,1,None,Application,djkvdihost084.jakarta01.com,JAKARTA01\nurmalasari  
Error,9/19/2017 9:24:08 AM,Application Error,1000,(100),Application,djkvdihost084.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x638
Faulting application start time: 0x01d330970ae2941d
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: 9cce6f1f-9ce1-11e7-9b03-0050569f673e"
Error,9/19/2017 9:23:42 AM,EventCreate,1,None,Application,djkvdihost834.jakarta01.com,JAKARTA01\Puspa  
Error,9/19/2017 9:23:38 AM,EventCreate,1,None,Application,djkvdihost834.jakarta01.com,JAKARTA01\Puspa  
Error,9/19/2017 9:23:32 AM,EventCreate,1,None,Application,djkvdihost834.jakarta01.com,JAKARTA01\Puspa  
Error,9/19/2017 9:23:40 AM,EventCreate,1,None,Application,djkvdihost795.jakarta01.com,JAKARTA01\rina  
Error,9/19/2017 9:23:35 AM,EventCreate,1,None,Application,djkvdihost058.jakarta01.com,JAKARTA01\raymond  
Error,9/19/2017 9:23:29 AM,EventCreate,1,None,Application,djkvdihost146.jakarta01.com,JAKARTA01\wirantika  
Error,9/19/2017 9:21:56 AM,EventCreate,1,None,Application,djkvdihost535.jakarta01.com,JAKARTA01\Rudy Setyo  
Error,9/19/2017 9:21:08 AM,EventCreate,1,None,Application,djkvdihost642.jakarta01.com,JAKARTA01\wirantika  
Error,9/19/2017 9:20:15 AM,EventCreate,1,None,Application,djkvdihost766.jakarta01.com,JAKARTA01\erikson  
Error,9/19/2017 9:18:44 AM,EventCreate,1,None,Application,djkvdihost058.jakarta01.com,JAKARTA01\wirantika  
Error,9/19/2017 9:18:08 AM,EventCreate,1,None,Application,djkvdihost793.jakarta01.com,JAKARTA01\Hera  
Error,9/19/2017 9:18:10 AM,EventCreate,1,None,Application,djkvdihost741.jakarta01.com,JAKARTA01\dodi  
Error,9/19/2017 9:18:05 AM,Application Error,1000,(100),Application,djkvdihost793.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0x1248
Faulting application start time: 0x01d330e5201ee062
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: c4a93b31-9ce0-11e7-ba4b-0050569f6c5a"
Error,9/19/2017 9:16:06 AM,EventCreate,1,None,Application,djkvdihost766.jakarta01.com,JAKARTA01\wirantika  
Error,9/19/2017 9:13:18 AM,EventCreate,1,None,Application,djkvdihost474.jakarta01.com,JAKARTA01\novitarini  
Error,9/19/2017 9:13:38 AM,EventCreate,1,None,Application,djkvdihost317.jakarta01.com,JAKARTA01\linda  
Error,9/19/2017 9:12:57 AM,EventCreate,1,None,Application,djkvdihost590.jakarta01.com,JAKARTA01\eddy  
Error,9/19/2017 9:13:07 AM,EventCreate,1,None,Application,djkvdihost319.jakarta01.com,JAKARTA01\Reiffy  
Error,9/19/2017 9:12:55 AM,Application Error,1000,(100),Application,djkvdihost590.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0xa64
Faulting application start time: 0x01d330dcaa1f64a0
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: 0ba8cfff-9ce0-11e7-98ff-0050569f5bb8"
Error,9/19/2017 9:12:45 AM,EventCreate,1,None,Application,djkvdihost474.jakarta01.com,JAKARTA01\novitarini  
Error,9/19/2017 9:11:26 AM,EventCreate,1,None,Application,djkvdihost809.jakarta01.com,JAKARTA01\rasyid  
Error,9/19/2017 9:11:08 AM,EventCreate,1,None,Application,djkvdihost221.jakarta01.com,JAKARTA01\agnes  
Error,9/19/2017 9:08:59 AM,EventCreate,1,None,Application,djkvdihost447.jakarta01.com,JAKARTA01\selih  
Error,9/19/2017 9:07:39 AM,EventCreate,1,None,Application,djkvdihost464.jakarta01.com,JAKARTA01\MahendraR  
Error,9/19/2017 9:07:37 AM,Application Error,1000,(100),Application,djkvdihost464.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c7
Faulting process id: 0x1d98
Faulting application start time: 0x01d330e8e5f61c8a
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: 4e2a1adf-9cdf-11e7-9acb-0050569f6220"
Error,9/19/2017 9:07:44 AM,EventCreate,1,None,Application,djkvdihost272.jakarta01.com,JAKARTA01\Ika  
Error,9/19/2017 9:07:42 AM,EventCreate,1,None,Application,djkvdihost893.jakarta01.com,JAKARTA01\adi prasetio  
Error,9/19/2017 9:07:40 AM,EventCreate,1,None,Application,djkvdihost071.jakarta01.com,JAKARTA01\nathaniel  
Error,9/19/2017 9:07:05 AM,EventCreate,1,None,Application,djkvdihost731.jakarta01.com,JAKARTA01\hafiah  
Error,9/19/2017 9:06:08 AM,EventCreate,1,None,Application,djkvdihost754.jakarta01.com,JAKARTA01\elvina  
Error,9/19/2017 9:06:10 AM,EventCreate,1,None,Application,djkvdihost731.jakarta01.com,JAKARTA01\hafiah  
Error,9/19/2017 9:05:25 AM,EventCreate,1,None,Application,djkvdihost205.jakarta01.com,JAKARTA01\ronald david  
Error,9/19/2017 9:05:22 AM,Application Error,1000,(100),Application,djkvdihost205.jakarta01.com,"Faulting application name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Faulting module name: OUTLOOK.EXE, version: 15.0.4919.1001, time stamp: 0x58d20482
Exception code: 0xc0000005
Fault offset: 0x008924c4
Faulting process id: 0xb04
Faulting application start time: 0x01d330e202ff3803
Faulting application path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Faulting module path: C:\Program Files\Microsoft Office\Office15\OUTLOOK.EXE
Report Id: fe2f96fb-9cde-11e7-9b42-0050569f261a"
Error,9/19/2017 9:05:41 AM,EventCreate,1,None,Application,djkvdihost754.jakarta01.com,JAKARTA01\elvina  
Error,9/19/2017 9:05:16 AM,EventCreate,1,None,Application,djkvdihost410.jakarta01.com,JAKARTA01\budi kurniawan  
Error,9/19/2017 9:04:44 AM,EventCreate,1,None,Application,djkvdihost457.jakarta01.com,JAKARTA01\Yosi  
Error,9/19/2017 9:04:40 AM,Application Error,1000,(100),Application,djkvdihost457.jakarta01.com,"Faulting application name: iexplore.exe, version: 11.0.9600.18639, time stamp: 0x58d6bb0d
Faulting module name: unknown, version: 0.0.0.0, time stamp: 0x00000000
Exception code: 0xc0000005
Fault offset: 0x7fef42c8
Faulting process id: 0x1be8
Faulting application start time: 0x01d330de15b1fd60
Faulting application path: C:\Program Files\Internet Explorer\iexplore.exe
Faulting module path: unknown
Report Id: e530f0ad-9cde-11e7-af54-0050569f2e55"
Error,9/19/2017 9:04:55 AM,EventCreate,1,None,Application,djkvdihost666.jakarta01.com,JAKARTA01\GuestSKA16  
Error,9/19/2017 9:04:22 AM,EventCreate,1,None,Application,djkvdihost517.jakarta01.com,JAKARTA01\Widi Anggraeni  
Error,9/19/2017 9:04:36 AM,EventCreate,1,None,Application,djkvdihost063.jakarta01.com,JAKARTA01\titin  
Error,9/19/2017 9:04:31 AM,EventCreate,1,None,Application,djkvdihost063.jakarta01.com,JAKARTA01\titin  
Error,9/19/2017 9:04:24 AM,EventCreate,1,None,Application,djkvdihost042.jakarta01.com,JAKARTA01\Ricky  
Error,9/19/2017 9:04:19 AM,EventCreate,1,None,Application,djkvdihost013.jakarta01.com,JAKARTA01\GUESTISD34  
Error,9/19/2017 9:03:45 AM,EventCreate,1,None,Application,djkvdihost517.jakarta01.com,JAKARTA01\Widi Anggraeni  
Error,9/19/2017 9:03:25 AM,EventCreate,1,None,Application,djkvdihost466.jakarta01.com,JAKARTA01\rizal  
Error,9/19/2017 9:02:52 AM,EventCreate,1,None,Application,djkvdihost517.jakarta01.com,JAKARTA01\Widi Anggraeni  
Error,9/19/2017 9:02:18 AM,EventCreate,1,None,Application,djkvdihost501.jakarta01.com,JAKARTA01\anindita  
Error,9/19/2017 9:01:28 AM,EventCreate,1,None,Application,djkvdihost051.jakarta01.com,JAKARTA01\R Syafira  
Error,9/19/2017 9:01:21 AM,EventCreate,1,None,Application,djkvdihost466.jakarta01.com,JAKARTA01\rizal  
Error,9/19/2017 9:01:06 AM,EventCreate,1,None,Application,djkvdihost648.jakarta01.com,JAKARTA01\ali pasya  
Error,9/19/2017 9:01:00 AM,EventCreate,1,None,Application,djkvdihost006.jakarta01.com,JAKARTA01\FAUZIAH  
Error,9/19/2017 9:00:13 AM,EventCreate,1,None,Application,djkvdihost519.jakarta01.com,JAKARTA01\Didik  
Error,9/19/2017 9:00:09 AM,Application Error,1000,(100),Application,djkvdihost519.jakarta01.com,"Faulting application name: EXCEL.EXE, version: 15.0.4919.1000, time stamp: 0x58c7ab0f
Faulting module name: MSVCR100.dll, version: 10.0.40219.325, time stamp: 0x4df2be1e
Exception code: 0xc0000005
Fault offset: 0x00001f5a
Faulting process id: 0x418
Faulting application start time: 0x01d330e939a34cd3
Faulting application path: C:\Program Files\Microsoft Office\Office15\EXCEL.EXE
Faulting module path: C:\Windows\system32\MSVCR100.dll
Report Id: 43a25763-9cde-11e7-b5c9-0050569f0c0e"
Error,9/19/2017 9:00:07 AM,EventCreate,1,None,Application,djkvdihost326.jakarta01.com,JAKARTA01\Andradita  
Error,9/19/2017 8:59:46 AM,EventCreate,1,None,Application,djkvdihost326.jakarta01.com,JAKARTA01\Andradita  
Error,9/19/2017 8:59:19 AM,EventCreate,1,None,Application,djkvdihost411.jakarta01.com,JAKARTA01\daniel chin  
Error,9/19/2017 8:59:16 AM,Application Error,1000,(100),Application,djkvdihost411.jakarta01.com,"Faulting application name: cwbunnav.exe, version: 12.0.0.0, time stamp: 0x483ccc47
Faulting module name: cwbunjni.dll, version: 12.0.0.0, time stamp: 0x48607acf
Exception code: 0xc0000005
Fault offset: 0x00007644
Faulting process id: 0x1f5c
Faulting application start time: 0x01d330eae27ffbc5
Faulting application path: C:\Program Files\IBM\Client Access\cwbunnav.exe
Faulting module path: C:\Program Files\IBM\Client Access\Shared\cwbunjni.dll
Report Id: 23f096b1-9cde-11e7-84f4-0050569f78e9"
Error,9/19/2017 8:59:40 AM,EventCreate,1,None,Application,djkvdihost806.jakarta01.com,JAKARTA01\GUESTISD28  
Error,9/19/2017 8:59:09 AM,Application Error,1000,(100),Application,djkvdihost731.jakarta01.com,"Faulting application name: DirectorComServer.exe, version: 7.8.0.44, time stamp: 0x56bb94a5
Faulting module name: KERNELBASE.dll, version: 6.1.7601.23714, time stamp: 0x58bf87a4
Exception code: 0xe0434352
Fault offset: 0x0000845d
Faulting process id: 0x1180
Faulting application start time: 0x01d330eae16d04ea
Faulting application path: C:\Program Files\Citrix\Virtual Desktop Agent\DirectorComServer.exe
Faulting module path: C:\Windows\system32\KERNELBASE.dll
Report Id: 1f986c5a-9cde-11e7-ba06-0050569f52e4"
Error,9/19/2017 8:59:38 AM,EventCreate,1,None,Application,djkvdihost484.jakarta01.com,JAKARTA01\lucky  
Error,9/19/2017 8:59:21 AM,EventCreate,1,None,Application,djkvdihost577.jakarta01.com,JAKARTA01\valery  
